;  ZJX-FLIGHTPLANS.TXT 9 AUG 23

;                     2000 1112
;                     3257 1470
;                  S  |||| ||||
;                  E  0101 1122
;                  Q  2571 4703



;  MCO ARRIVALS PASSENGER DONE TIME VERIFIED 

FPX ZJX CAK  MCO 01 0000 0100 1.0 1234567 MXY 0     BCS3 517 300 KCAK./.SPA..QUIWE..GIPPL..LPERD.GTOUT0.KMCO
FPX ZJX ALB  MCO 01 0000 0100 1.0 1234567 SWA 0     B738 527 380 KALB./.YLEEE..ZILLS.Y289.BAHAA..HIBAC.ALYNA0.KMCO
FPX ZJX ALB  MCO 01 0000 0010 1.0 1234567 JBU 0     A320 527 380 KALB./.YLEEE..ZILLS.Y289.BAHAA..HIBAC.ALYNA0.KMCO
FPX ZJX ACY  MCO 01 0001 0100 1.0 1234567 NKS 0     A319 519 360 KACY./.PBCUP.Q85.LPERD.GTOUT0.KMCO
FPX ZJX ATL  MCO 01 0101 0010 1.0 1234567 DAL 0     B752 532 390 KATL./.WALET..BANNG..ZJAYX.GRNCH0.KMCO
FPX ZJX ATL  MCO 01 0010 0010 1.0 1234567 SWA 0     B738 532 310 KATL./.WALET..BANNG..ZJAYX.GRNCH0.KMCO
FPX ZJX ATL  MCO 01 0001 1011 1.0 1234567 FFT 0     A320 532 330 KATL./.WALET..BANNG..ZJAYX.GRNCH0.KMCO
FPX ZJX ATL  MCO 01 0101 0010 1.0 1234567 NKS 0     A320 532 350 KATL./.WALET..BANNG..ZJAYX.GRNCH0.KMCO
FPX ZJX AUS  MCO 01 0101 1111 1.0 1234567 AAL 0     B738 518 390 KAUS./.LEV.Y280.CHRGE.PRICY0.KMCO
FPX ZJX AUS  MCO 01 0010 1111 1.0 1234567 SWA 0     B738 518 370 KAUS./.LEV.Y280.CHRGE.PRICY0.KMCO
FPX ZJX AUS  MCO 01 0100 1111 1.0 1234567 NKS 0     A321 518 350 KAUS./.LEV.Y280.CHRGE.PRICY0.KMCO
FPX ZJX AUS  MCO 01 0101 1111 1.0 1234567 SWA 0     B737 518 330 KAUS./.LEV.Y280.CHRGE.PRICY0.KMCO
FPX ZJX BWI  MCO 01 0101 1111 1.0 1234567 SWA 0     B737 519 320 KBWI./.PBCUP.Q85.LPERD.GTOUT0.KMCO 
FPX ZJX BWI  MCO 01 0010 1111 1.0 1234567 NKS 0     A321 519 380 KBWI./.PBCUP.Q85.LPERD.GTOUT0.KMCO 
FPX ZJX BWI  MCO 01 0100 1111 1.0 1234567 SWA 0     B38M 519 320 KBWI./.PBCUP.Q85.LPERD.GTOUT0.KMCO
FPX ZJX BWI  MCO 01 0101 1111 1.0 1234567 FFT 0     A20N 519 360 KBWI./.PBCUP.Q85.LPERD.GTOUT0.KMCO 
